,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Huadian,CN,42.9633,126.7478,25.34,93,100,6.55,light snow
460,Salalah,OM,17.0151,54.0924,75.29,22,0,9.22,clear sky
461,Springfield,US,37.2153,-93.2982,54.18,65,1,5.01,clear sky
462,Prince Rupert,CA,54.3161,-130.3201,46.49,87,90,13.8,moderate rain
463,Xichang,CN,27.8964,102.2634,50.18,66,93,1.39,overcast clouds
464,Necochea,AR,-38.5473,-58.7368,55.04,78,0,11.81,clear sky
465,Mumford,GH,5.2618,-0.759,79.3,84,98,7.23,light rain
466,Angul,IN,20.85,85.1,68.38,53,40,4.29,scattered clouds
467,Jhudo,PK,24.964,69.2968,72.57,34,59,2.53,broken clouds
468,Luvianos,MX,18.9167,-100.4,63.01,67,2,4.14,clear sky
469,Kaa-Khem,RU,51.6833,94.7333,5.27,93,82,1.95,broken clouds
470,Saint-Augustin,CA,51.226,-58.6502,32.25,99,100,14.76,snow
471,Henties Bay,NA,-22.116,14.2845,59.86,94,1,6.89,clear sky
472,Xining,CN,36.6167,101.7667,24.15,33,9,2.17,clear sky
473,Sola,VU,-13.8833,167.55,82.0,74,100,6.98,overcast clouds
474,Holme,DK,56.1138,10.1725,35.64,93,100,19.15,light snow
475,Walvis Bay,NA,-22.9575,14.5053,60.1,94,0,2.3,clear sky
476,Hamilton,US,39.1834,-84.5333,42.24,44,20,1.99,few clouds
477,Cherskiy,RU,68.75,161.3,-11.92,99,100,4.34,light snow
478,Kefamenanu,ID,-9.4467,124.4781,87.48,47,92,2.93,overcast clouds
479,Ichinohe,JP,40.2069,141.3017,53.11,65,44,6.62,scattered clouds
480,Ndola,ZM,-12.9587,28.6366,63.99,50,100,5.59,overcast clouds
481,Najran,SA,17.4924,44.1277,52.45,54,0,2.24,clear sky
482,Itoman,JP,26.1247,127.6694,77.4,80,75,16.11,broken clouds
483,La Romana,DO,18.4273,-68.9728,76.73,100,40,0.0,scattered clouds
484,Jacareacanga,BR,-6.2222,-57.7528,74.23,95,83,1.34,broken clouds
485,Otjiwarongo,NA,-20.4637,16.6477,63.16,19,12,2.28,few clouds
486,Muzhi,RU,65.3667,64.6667,3.65,81,44,11.56,scattered clouds
487,Flinders,AU,-34.5833,150.8552,76.05,73,100,11.83,overcast clouds
488,Luena,AO,-11.7833,19.9167,61.03,98,100,3.85,light rain
489,Maningrida,AU,-12.0667,134.2667,94.82,44,95,7.56,overcast clouds
490,Zabol,AF,32.25,67.25,41.13,36,88,4.34,overcast clouds
491,Nurota,UZ,40.5614,65.6886,35.69,47,56,3.29,broken clouds
492,Denham Springs,US,30.4869,-90.9562,49.93,89,1,0.0,clear sky
493,Estelle,US,29.8458,-90.1067,55.99,71,1,0.0,clear sky
494,Nabire,ID,-3.3667,135.4833,88.72,60,97,4.34,overcast clouds
495,Mbanza-Ngungu,CD,-5.25,14.8667,67.46,96,100,3.15,overcast clouds
496,Matara,LK,5.9485,80.5353,79.61,84,82,2.24,broken clouds
497,Geraldton,AU,-28.7667,114.6,76.12,53,75,18.41,broken clouds
498,Yulara,AU,-25.2406,130.9889,93.04,13,0,11.5,clear sky
499,Camana,PE,-16.6228,-72.7111,66.36,84,47,7.45,scattered clouds
500,Oranjestad,AW,12.524,-70.027,82.35,78,40,12.66,scattered clouds
501,Nizhniy Ingash,RU,56.2,96.53,24.89,80,97,10.16,overcast clouds
502,Mugur-Aksy,RU,50.35,90.5,11.37,69,16,5.19,few clouds
503,Menongue,AO,-14.6585,17.691,63.03,93,98,2.86,overcast clouds
504,Cap Malheureux,MU,-19.9842,57.6142,80.47,66,6,3.0,clear sky
505,Nuevo Progreso,MX,23.1667,-97.95,67.59,83,1,4.07,clear sky
506,Harper,LR,4.375,-7.7169,78.49,83,68,4.27,broken clouds
507,Yaan,NG,7.3833,8.5667,74.32,79,69,4.16,broken clouds
508,Kalmunai,LK,7.4167,81.8167,80.74,77,97,4.61,overcast clouds
509,Caucaia,BR,-3.7361,-38.6531,84.07,77,75,11.5,broken clouds
510,Arlit,NE,18.7369,7.3853,70.65,19,68,5.3,broken clouds
511,Kirkenes,NO,69.7271,30.0458,7.75,92,100,13.8,overcast clouds
512,Qasigiannguit,GL,68.8193,-51.1922,30.45,93,100,5.35,light snow
513,Nadym,RU,65.5333,72.5167,-1.41,98,93,8.66,overcast clouds
514,Joshimath,IN,30.5667,79.5667,56.77,16,25,6.11,scattered clouds
515,Soloneshnoye,RU,51.6544,84.3197,20.62,81,100,5.41,overcast clouds
516,Vershino-Shakhtaminskiy,RU,51.3012,117.8868,8.46,81,87,2.66,overcast clouds
517,Lazurne,UA,46.084,32.5295,48.09,71,97,11.36,overcast clouds
518,Saint Pete Beach,US,27.7253,-82.7412,62.6,65,1,8.05,clear sky
519,Olafsvik,IS,64.8945,-23.7142,31.32,91,100,10.49,light snow
520,Nobres,BR,-14.7203,-56.3275,75.83,86,99,1.39,overcast clouds
521,Rosetta,EG,31.4044,30.4164,62.42,48,100,9.31,overcast clouds
522,Mariel,CU,22.9875,-82.7536,71.74,65,100,11.86,light rain
523,Drumheller,CA,51.4617,-112.7101,40.86,93,72,2.3,broken clouds
524,Bagotville,AU,-28.9833,153.4167,71.42,98,100,9.46,moderate rain
525,Koslan,RU,63.4564,48.8989,3.99,92,100,9.73,overcast clouds
526,Bandipur,NP,27.9333,84.4167,55.54,59,95,1.43,overcast clouds
527,Surgut,RU,61.25,73.4167,26.78,86,90,11.01,light snow
528,Itanhandu,BR,-22.2958,-44.9347,67.75,89,99,0.96,overcast clouds
529,Ornes,NO,66.8689,13.7078,23.11,77,100,9.13,overcast clouds
530,Bairnsdale,AU,-37.8333,147.6167,83.46,61,1,5.01,clear sky
531,Kununurra,AU,-15.7667,128.7333,100.38,23,2,5.75,clear sky
532,Zhuhai,CN,22.2769,113.5678,75.9,60,0,21.85,clear sky
533,Vilyuysk,RU,63.7553,121.6247,-8.66,97,100,2.48,overcast clouds
534,Xuddur,SO,4.1213,43.8894,69.46,69,50,14.81,scattered clouds
535,Ondjiva,AO,-17.0667,15.7333,67.53,71,16,2.64,few clouds
536,Ahipara,NZ,-35.1667,173.1667,70.16,64,38,7.78,scattered clouds
537,San Julian,MX,21.0167,-102.1667,59.47,48,9,1.21,clear sky
538,Timra,SE,62.487,17.3257,16.68,82,75,12.66,broken clouds
539,Komsomolskiy,UZ,40.4272,71.7189,33.22,74,100,6.91,mist
540,Nichinan,JP,31.6,131.3667,63.55,69,31,16.33,scattered clouds
541,Begoro,GH,6.3871,-0.3774,70.79,95,58,3.22,broken clouds
542,Bubaque,GW,11.2833,-15.8333,82.62,62,86,6.82,overcast clouds
543,Campbeltown,GB,55.4258,-5.6076,50.05,93,75,20.71,broken clouds
544,Pangai,TO,-19.8,-174.35,78.91,61,75,17.27,broken clouds
545,Morondava,MG,-20.2833,44.2833,73.78,81,1,4.23,clear sky
546,Hope,US,33.6671,-93.5916,57.25,75,0,5.99,clear sky
547,Ampanihy,MG,-24.7,44.75,66.72,82,2,2.48,clear sky
548,Jining,CN,35.405,116.5814,44.06,36,1,19.98,clear sky
549,Rosetown,CA,51.5501,-108.0014,31.98,80,36,5.75,scattered clouds
550,Canutama,BR,-6.5339,-64.3831,76.21,89,37,2.44,scattered clouds
551,Altamira,BR,-3.2033,-52.2064,74.14,92,65,3.06,broken clouds
552,Rocha,UY,-34.4833,-54.3333,63.1,94,99,18.75,overcast clouds
553,Isangel,VU,-19.55,169.2667,83.62,71,95,5.79,overcast clouds
554,Beringovskiy,RU,63.05,179.3167,5.04,96,96,6.42,overcast clouds
555,Mayumba,GA,-3.432,10.6554,76.5,91,100,8.16,overcast clouds
556,Katsuura,JP,35.1333,140.3,61.2,61,99,19.39,overcast clouds
557,Ust-Maya,RU,60.4167,134.5333,-5.66,94,99,2.57,overcast clouds
558,Katherine,AU,-14.4667,132.2667,102.52,18,40,10.36,scattered clouds
559,Batsfjord,NO,70.6345,29.7185,17.58,90,78,25.61,broken clouds
560,Ajuchitlan,MX,20.7167,-100.0167,53.26,80,6,6.64,clear sky
561,Ishigaki,JP,24.3448,124.1572,77.13,83,75,4.61,broken clouds
562,Liaozhong,CN,41.5061,122.7242,28.89,60,97,16.06,overcast clouds
563,Vanimo,PG,-2.6741,141.3028,86.36,66,100,4.47,overcast clouds
564,Novikovo,RU,51.1537,37.8879,46.2,73,100,20.2,overcast clouds
565,Kibakwe,TZ,-6.7167,36.3667,63.28,93,73,3.38,broken clouds
566,Longyan,CN,25.1072,117.0225,66.47,52,8,7.96,clear sky
567,Maceio,BR,-9.6658,-35.7353,80.04,83,20,5.75,few clouds
568,Cozumel,MX,20.5083,-86.9458,75.94,93,75,7.0,broken clouds
569,Camacha,PT,33.0833,-16.3333,57.96,77,40,5.75,scattered clouds
570,Yanam,IN,16.7333,82.2167,77.4,69,100,6.58,overcast clouds
571,Vila,PT,42.0304,-8.1588,36.73,93,100,1.66,overcast clouds
572,Sebinkarahisar,TR,40.2883,38.4236,48.43,63,100,6.17,overcast clouds
573,Hvide Sande,DK,56.0045,8.1294,44.89,77,100,36.37,overcast clouds
574,Chibombo,ZM,-14.6569,28.0706,66.4,44,100,6.08,overcast clouds
575,Havre-Saint-Pierre,CA,50.2334,-63.5986,30.2,93,90,10.36,light snow
576,Mantua,IT,45.1667,10.7833,39.81,80,2,3.0,clear sky
577,Zeya,RU,53.75,127.2667,11.14,65,90,1.97,overcast clouds
578,Manono,CD,-7.3,27.4167,67.6,97,100,2.35,light rain
579,Aquiraz,BR,-3.9014,-38.3911,84.22,70,47,11.27,scattered clouds
580,Miles City,US,46.4083,-105.8406,49.51,61,90,9.22,overcast clouds
581,Noyabrsk,RU,63.1994,75.4507,9.28,95,98,10.94,overcast clouds
582,Hami,CN,42.8,93.45,26.49,52,23,2.44,few clouds
583,Lokvine,BA,44.2047,17.8564,31.41,96,100,5.19,snow
584,Stornoway,GB,58.2093,-6.3865,42.93,94,75,1.01,broken clouds
585,Fare,PF,-16.7,-151.0167,79.66,80,100,17.4,moderate rain
586,De-Kastri,RU,51.4667,140.7833,21.88,73,100,6.38,overcast clouds
587,Mujiayingzi,CN,42.1167,118.7833,23.31,38,0,20.71,clear sky
588,High Level,CA,58.5169,-117.136,1.51,92,90,2.3,overcast clouds
589,Harrison,US,30.4091,-89.0436,46.47,85,1,0.0,clear sky
590,Porto Novo,BJ,6.4965,2.6036,80.42,87,93,4.63,moderate rain
591,Rio Grande,BR,-32.035,-52.0986,67.33,80,100,22.03,overcast clouds
592,Thiruvananthapuram,IN,8.4833,76.9167,78.78,89,75,3.44,mist
593,Wajir,KE,1.7471,40.0573,75.31,85,80,11.25,light rain
594,Bathsheba,BB,13.2167,-59.5167,81.21,78,20,13.8,few clouds
595,Kharan,PK,28.5833,65.4167,59.85,27,0,3.44,clear sky
596,Ulladulla,AU,-35.35,150.4667,83.77,69,47,12.19,scattered clouds
597,Gamba,GA,-2.65,10.0,75.96,91,100,6.67,overcast clouds
598,Hohoe,GH,7.1518,0.4736,74.5,91,11,3.6,few clouds
599,Mount Barker,AU,-35.0667,138.8667,89.37,27,15,9.8,few clouds
600,Ionia,US,42.9873,-85.0711,32.49,97,90,10.36,snow
601,Reo,BF,12.3167,-2.4667,74.73,15,16,8.5,few clouds
602,Mikasa,JP,43.251,141.9043,51.35,82,100,5.59,overcast clouds
603,Itarsi,IN,22.6167,77.75,63.36,48,74,5.03,broken clouds
604,Kailua,US,21.4022,-157.7394,82.38,69,40,16.11,scattered clouds
605,Vila Franca Do Campo,PT,37.7167,-25.4333,62.2,76,78,5.5,broken clouds
606,Khorinsk,RU,52.1657,109.7726,18.75,75,69,8.93,broken clouds
607,Andenes,NO,69.3143,16.1194,26.58,68,100,16.11,overcast clouds
608,Bosaso,SO,11.2842,49.1816,74.88,71,0,4.29,clear sky
609,Bereda,ES,43.2686,-7.5406,49.01,100,100,1.7,overcast clouds
610,Soroti,UG,1.7146,33.6111,64.54,90,99,3.8,light rain
611,Okha,RU,53.5739,142.9478,16.95,67,100,11.01,overcast clouds
612,Eyl,SO,7.9803,49.8164,73.44,77,32,13.29,scattered clouds
613,Harsin,IR,34.2721,47.5861,34.61,61,0,4.21,clear sky
614,Porgera,PG,-5.4667,143.2,53.69,86,89,2.3,overcast clouds
615,Barra Do Garcas,BR,-15.89,-52.2567,77.58,88,0,0.0,clear sky
616,Naravarikuppam,IN,13.1956,80.1742,82.89,90,91,9.57,overcast clouds
617,Taitung,TW,22.7583,121.1444,77.27,78,75,3.44,broken clouds
618,Guiong,PH,6.4186,122.0258,84.02,73,84,8.16,broken clouds
619,Cairns,AU,-16.9167,145.7667,96.06,73,12,11.5,few clouds
620,Beaupre,CA,47.0443,-70.8953,24.62,73,92,6.91,overcast clouds
621,Surt,LY,31.2089,16.5887,58.84,44,2,16.87,clear sky
622,Saint-Georges,GD,12.0564,-61.7485,78.48,78,20,8.05,few clouds
623,Muravlenko,RU,63.7898,74.523,-2.42,95,76,12.91,broken clouds
624,Tambura,SS,5.6,27.4667,70.32,86,100,3.74,overcast clouds
625,Buala,SB,-8.145,159.5921,85.12,70,67,3.47,light rain
626,Palmer,US,42.1584,-72.3287,31.6,67,75,1.01,broken clouds
627,Kidal,ML,18.4411,1.4078,74.97,17,36,8.32,scattered clouds
628,Bitung,ID,1.4451,125.1824,77.85,84,100,2.28,light rain
629,Kamaishi,JP,39.2667,141.8833,49.15,51,35,9.69,scattered clouds
630,Teshie,GH,5.5836,-0.1072,79.36,89,0,6.91,clear sky
631,Halifax,CA,44.6453,-63.5724,42.8,95,100,8.01,overcast clouds
632,Vermilion,US,40.1667,-87.7506,42.96,61,1,5.01,clear sky
633,Mareeba,AU,-17.0,145.4333,91.33,56,33,8.57,scattered clouds
634,Shepsi,RU,44.0361,39.1489,57.09,93,100,17.87,light rain
635,Kalianget,ID,-7.05,113.9333,78.1,88,100,8.08,overcast clouds
636,Atbasar,KZ,51.8,68.3333,3.58,97,17,3.6,few clouds
637,Iralaya,HN,15.0,-83.2333,77.67,69,100,14.03,overcast clouds
638,Gagra,GE,43.3283,40.2239,59.92,82,100,4.79,overcast clouds
639,Yumen,CN,40.2833,97.2,22.26,54,55,14.85,broken clouds
640,Yazman,PK,29.1212,71.7446,65.68,27,0,4.88,clear sky
641,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,69,75,8.95,broken clouds
642,Javanrud,IR,34.7961,46.5172,45.59,57,3,3.8,clear sky
643,Severo-Yeniseyskiy,RU,60.3725,93.0408,13.91,88,100,15.84,overcast clouds
644,Zharkent,KZ,44.1628,80.0,29.73,39,11,2.62,few clouds
645,Chimbote,PE,-9.0853,-78.5783,65.8,85,100,7.31,overcast clouds
646,Zelenoborskiy,RU,66.845,32.3622,14.22,85,100,8.79,overcast clouds
647,Port Hedland,AU,-20.3167,118.5667,95.05,55,0,16.11,clear sky
648,Novobirilyussy,RU,56.9514,90.6661,22.1,77,100,11.3,overcast clouds
649,Marrakesh,MA,31.6315,-8.0083,44.67,65,0,4.61,clear sky
650,Warri,NG,5.5167,5.75,75.67,92,66,2.35,light rain
651,Rimbey,CA,52.6334,-114.2353,30.72,79,97,8.43,overcast clouds
652,Akyab,MM,20.15,92.9,77.4,63,30,5.37,scattered clouds
653,Puerto Madero,MX,14.7208,-92.4215,79.14,69,0,4.16,clear sky
654,Shimoda,JP,34.6667,138.95,62.96,58,75,12.21,broken clouds
655,Grand Gaube,MU,-20.0064,57.6608,80.38,66,9,3.0,clear sky
656,Mpongwe,ZM,-13.5091,28.155,66.16,46,100,5.66,overcast clouds
657,Rizhao,CN,35.4275,119.4553,45.5,51,5,20.76,clear sky
658,Umred,IN,20.85,79.3333,61.09,44,83,8.28,broken clouds
659,Sechura,PE,-5.5569,-80.8222,67.37,78,100,13.58,overcast clouds
660,Llangefni,GB,53.2556,-4.3106,51.73,87,90,18.41,light rain
661,Along,IN,28.1667,94.7667,66.47,41,48,0.58,scattered clouds
662,Huarmey,PE,-10.0681,-78.1522,66.87,84,82,7.99,broken clouds
663,Narasannapeta,IN,18.4167,84.05,73.92,61,23,5.68,few clouds
664,Casa Nova,BR,-9.4167,-41.1333,75.18,61,90,1.68,light rain
665,Korla,CN,41.7597,86.1469,23.58,67,17,5.12,few clouds
666,Turbat,PK,26.0023,63.044,70.21,33,0,4.9,clear sky
667,Beira,MZ,-19.8436,34.8389,69.89,88,0,1.99,clear sky
668,Kandrian,PG,-6.2167,149.55,84.45,77,100,8.12,moderate rain
669,Vocklamarkt,AT,48.0025,13.4838,33.04,77,100,8.99,light snow
670,New Milford,US,40.9327,-74.0179,35.87,67,1,4.0,clear sky
671,Kropotkin,RU,45.4375,40.5756,54.52,89,100,17.02,moderate rain
672,Coracao De Jesus,BR,-16.6853,-44.365,70.52,88,91,4.56,overcast clouds
673,Bolu,TR,40.6667,31.5833,48.74,76,65,7.23,broken clouds
674,Eregli,TR,37.5133,34.0467,63.19,30,100,25.08,overcast clouds
675,Nador,MA,35.174,-2.9287,59.25,67,40,9.22,scattered clouds
676,Bonthe,SL,7.5264,-12.505,79.43,82,100,6.2,overcast clouds
677,Balaipungut,ID,1.05,101.2833,84.61,57,95,4.47,overcast clouds
678,Guymon,US,36.6828,-101.4816,59.0,29,1,3.44,clear sky
679,Bay Roberts,CA,47.5999,-53.2648,47.05,89,94,1.99,overcast clouds
680,Deputatskiy,RU,69.3,139.9,-15.23,97,100,4.7,overcast clouds
681,Cypress Lake,US,26.5381,-81.8992,66.0,78,1,1.01,clear sky
682,Suoyarvi,RU,62.0833,32.35,16.81,93,100,14.67,snow
683,Wattegama,LK,6.7989,81.4808,77.92,83,100,3.8,overcast clouds
684,Synya,RU,65.3718,58.0387,-12.32,100,98,1.45,overcast clouds
685,Khamamatyurt,RU,43.6081,46.5006,37.42,83,55,8.28,broken clouds
686,Pyapon,MM,16.2833,95.6833,79.05,69,100,11.25,overcast clouds
687,Sume,BR,-7.6717,-36.88,74.3,76,83,11.34,broken clouds
688,Dargaville,NZ,-35.9333,173.8833,70.25,67,78,8.1,broken clouds
689,Beya,RU,53.0533,90.9139,21.51,78,96,5.14,overcast clouds
690,Srednekolymsk,RU,67.45,153.6833,-19.17,98,100,6.51,overcast clouds
